304	100	
62	90	9
12	21	16
69	93	15
61	66	14
15	26	18
20	43	2
73	74	10
46	49	1
3	39	9
42	64	8
73	99	11
28	89	16
45	49	3
52	54	14
14	78	17
84	91	1
98	99	4
46	76	4
15	88	11
79	92	16
67	83	7
4	11	15
77	84	11
88	99	6
31	65	7
53	65	13
30	35	15
47	92	11
74	94	15
96	98	1
7	99	20
65	86	8
33	68	17
51	89	9
85	97	7
8	52	7
78	84	19
51	78	1
77	93	6
52	72	10
31	62	19
91	92	12
30	77	17
66	81	20
6	34	10
7	56	9
84	87	4
32	98	16
34	76	19
11	33	19
21	49	10
32	51	7
13	82	6
61	84	5
3	38	7
23	89	12
32	37	19
72	87	12
38	85	9
85	88	13
53	79	3
32	73	9
96	97	16
44	76	3
82	92	16
87	94	18
95	97	5
34	99	8
90	92	15
74	90	10
69	89	19
97	99	18
32	53	4
6	33	5
26	35	10
86	98	4
8	41	11
66	87	14
30	54	15
52	59	16
76	85	10
63	82	15
31	85	5
97	98	2
72	83	15
44	74	9
30	81	9
47	72	1
85	93	12
76	93	2
35	61	10
1	86	17
49	85	6
18	51	13
13	63	6
44	96	2
50	92	14
22	36	18
75	92	15
9	41	14
19	79	10
61	65	15
34	68	14
27	44	11
16	46	12
10	52	14
55	68	5
41	54	10
68	98	5
10	94	8
41	66	2
68	82	11
61	98	10
86	87	7
31	51	19
51	56	5
10	12	20
50	58	9
89	97	7
59	63	20
13	15	3
13	18	11
58	95	3
67	86	17
20	83	17
61	63	15
57	84	9
27	65	19
16	62	9
71	73	10
92	99	17
84	89	4
79	93	17
62	83	2
16	18	1
20	93	15
34	39	13
31	93	7
42	71	13
31	94	20
64	74	6
14	91	7
14	79	3
7	53	11
27	68	8
54	85	13
29	88	17
9	60	18
22	25	15
55	94	15
3	22	4
17	47	6
58	89	5
82	97	15
49	58	20
24	31	19
49	56	7
24	97	12
53	78	7
19	88	3
74	95	16
33	93	1
24	81	17
55	87	2
73	94	6
14	47	18
14	55	3
51	77	6
76	96	2
5	43	15
18	34	10
68	99	11
58	79	1
87	92	20
1	55	4
9	49	2
32	93	9
71	74	16
73	95	3
74	82	15
93	96	19
57	91	8
13	47	14
86	93	3
95	96	17
52	67	4
57	96	9
43	60	3
62	75	18
50	59	14
65	77	5
64	87	3
3	45	1
24	37	9
57	62	19
73	81	2
42	45	12
9	84	1
73	92	3
16	33	12
77	88	17
28	49	1
80	81	20
55	58	4
20	98	19
64	88	3
39	95	2
84	97	9
92	93	15
23	86	11
78	82	17
78	93	7
10	22	8
54	68	4
47	51	20
77	87	17
66	72	3
45	93	18
15	75	4
5	36	10
37	98	7
49	65	3
72	81	7
62	73	20
45	66	2
45	56	9
69	77	12
24	89	7
23	51	7
52	58	2
91	96	2
6	12	1
44	82	19
75	95	10
16	24	14
48	78	5
67	93	11
7	71	1
8	95	1
12	71	6
2	14	14
68	85	17
41	42	8
16	28	9
35	59	6
4	21	2
64	69	17
65	85	14
42	75	4
68	97	17
85	87	1
34	92	7
8	91	7
9	25	15
51	93	8
13	74	20
69	96	12
41	90	10
31	36	10
84	96	2
34	57	11
72	96	2
13	93	7
50	71	1
60	69	1
70	93	8
67	79	5
10	89	13
43	97	17
54	66	8
38	55	7
56	65	8
56	79	12
26	39	19
95	99	2
11	30	2
19	26	9
85	95	15
58	62	6
67	73	4
0	1	10
0	2	18
1	3	5
3	4	9
4	5	19
0	6	5
3	7	19
0	8	2
2	9	4
2	10	8
2	13	9
4	16	11
10	17	3
0	19	11
14	20	17
19	23	9
9	27	4
28	29	16
10	32	3
1	40	15
42	48	16
36	50	18
24	70	12
55	80	5
