149	100	
37	95	9
47	55	6
8	39	19
14	34	20
83	95	7
12	90	9
32	58	6
28	78	6
32	48	3
67	82	16
7	24	6
37	88	20
7	96	1
48	84	10
58	71	9
33	38	13
34	94	10
49	50	15
59	96	3
80	86	15
96	98	1
64	67	18
40	54	9
18	91	16
90	99	15
15	64	13
41	98	12
31	61	10
0	90	8
3	45	6
2	47	10
93	96	19
50	64	20
41	84	13
87	88	16
28	84	20
54	87	10
39	84	2
38	94	9
81	92	8
51	70	1
70	81	2
70	80	20
92	94	17
30	74	2
6	40	1
55	72	2
25	52	16
75	97	8
3	67	8
11	73	6
25	91	15
97	99	16
31	59	1
47	94	6
95	98	3
94	98	3
97	98	11
12	59	9
78	99	8
24	87	9
85	99	2
76	80	3
26	39	3
90	93	10
29	62	17
86	93	1
30	86	5
4	79	19
17	74	5
85	87	16
17	40	1
36	85	1
4	56	14
35	45	3
87	97	20
36	61	20
86	94	12
78	96	7
66	68	18
83	92	19
0	33	14
72	73	18
44	81	10
65	91	7
42	90	19
73	94	18
70	97	12
71	85	18
0	63	17
44	55	5
48	99	19
13	29	10
69	88	20
35	94	17
48	49	1
23	83	1
58	74	13
1	93	16
84	95	12
0	1	10
0	2	4
2	3	11
1	4	8
1	5	20
5	6	12
1	7	3
5	8	17
6	9	11
7	10	12
10	11	10
11	12	9
9	13	12
0	14	18
7	15	9
5	16	19
5	17	20
3	18	3
0	19	12
3	20	14
17	21	14
6	22	1
9	23	18
0	25	19
10	26	7
6	27	13
25	28	1
17	30	11
18	31	18
17	32	16
7	35	15
12	36	15
5	37	1
38	41	17
19	42	19
27	43	14
43	44	7
40	46	15
22	51	7
45	53	11
8	57	17
56	60	5
52	65	2
52	66	7
8	69	1
66	75	6
13	76	11
61	77	16
82	89	19
