149	100	
15	38	16
77	83	3
52	80	15
48	51	7
93	99	2
1	55	14
95	97	5
15	23	13
39	66	13
58	76	13
91	93	8
91	96	4
52	92	1
47	83	11
90	96	6
58	88	19
55	88	11
11	41	19
14	56	3
16	32	3
54	68	16
95	98	13
90	93	18
94	98	19
51	64	6
78	94	3
10	57	15
83	93	12
58	91	20
42	98	7
25	44	14
87	98	16
97	99	20
17	85	12
18	39	14
28	74	10
59	64	4
30	69	14
23	87	11
91	95	3
9	13	20
81	87	8
79	98	13
40	80	3
62	63	6
95	99	1
79	82	16
68	90	16
36	38	20
13	17	18
23	51	20
89	92	1
83	86	3
92	95	16
16	53	9
24	27	3
51	96	4
4	75	17
78	86	1
18	58	16
85	97	18
56	58	8
72	92	15
96	99	5
51	73	16
71	85	14
78	92	6
52	68	11
89	91	18
64	96	19
81	83	12
20	36	11
19	21	16
37	67	17
63	83	10
27	56	2
96	97	15
65	70	7
5	79	10
60	92	7
36	59	2
36	84	1
6	83	4
72	96	1
21	41	10
58	85	1
91	99	3
20	49	5
46	94	19
7	83	7
13	59	10
83	91	18
12	57	15
95	96	12
25	57	5
49	53	8
38	48	13
34	74	9
76	83	19
71	73	12
0	1	6
1	2	17
2	3	20
1	4	18
4	5	12
4	6	3
2	7	6
7	8	7
1	9	12
0	10	4
1	11	1
1	12	12
6	14	20
5	15	8
9	16	13
2	18	17
13	19	9
10	20	16
8	22	11
11	24	14
0	25	15
1	26	3
15	28	19
4	29	9
3	30	8
4	31	7
10	33	1
30	34	18
27	35	1
17	37	2
34	40	9
11	42	12
16	43	9
7	45	17
26	46	1
4	47	15
7	50	7
42	52	1
13	54	16
11	60	4
32	61	12
60	62	14
3	65	10
23	71	10
3	72	9
65	77	14
51	78	10
31	81	19
56	89	8
