495	100	
27	93	12
42	74	8
48	67	7
60	94	9
14	83	13
39	88	9
78	99	18
89	91	11
69	99	1
54	71	20
14	80	5
57	82	17
39	57	20
18	75	15
98	99	18
81	85	7
44	46	12
71	95	16
46	48	12
61	64	17
20	74	2
55	71	12
34	71	3
78	96	19
29	30	16
25	71	12
9	43	15
72	94	4
14	39	3
42	47	5
81	87	14
76	83	4
66	77	16
11	31	10
56	75	12
65	98	11
96	98	5
57	92	14
78	89	1
46	63	10
67	93	3
10	20	19
46	88	19
82	99	13
77	84	3
24	97	12
11	15	4
12	76	12
14	41	10
6	61	8
74	78	11
32	72	9
36	47	16
76	80	9
73	81	15
21	26	9
72	78	18
92	98	17
41	82	10
35	54	8
33	40	3
8	42	7
1	55	7
17	49	11
14	53	7
83	85	15
20	55	2
94	97	20
13	85	12
59	85	5
3	13	15
97	98	8
50	87	4
15	18	19
21	95	1
18	71	13
13	83	7
88	89	15
89	97	11
9	87	14
91	92	3
82	94	20
42	77	12
74	85	17
34	78	13
63	78	1
3	86	15
31	83	9
7	55	19
33	85	5
53	85	16
10	75	10
93	94	14
96	97	10
36	44	17
51	78	20
77	86	18
32	84	9
10	94	20
36	89	13
21	70	5
12	44	4
25	65	8
46	91	13
50	58	9
78	80	4
38	78	11
92	94	3
76	78	17
58	74	16
28	97	17
60	69	6
61	87	12
80	86	3
91	95	18
53	68	17
19	21	20
47	71	10
28	84	10
21	43	5
49	90	16
52	76	3
10	22	15
71	79	14
60	95	16
60	77	20
77	82	8
79	92	19
83	94	1
81	83	18
20	86	13
78	79	5
22	99	9
86	97	6
57	58	20
87	99	9
56	65	15
16	42	9
73	99	3
52	53	11
57	63	9
51	97	16
45	79	20
38	45	9
84	97	11
39	65	15
54	90	10
55	68	4
63	94	14
39	77	4
63	79	18
21	61	9
94	99	11
54	89	16
82	98	4
15	70	6
2	93	5
37	84	16
23	85	9
17	38	17
61	98	1
64	97	8
0	90	17
84	89	5
67	82	14
46	68	11
25	58	13
81	91	15
87	94	4
22	46	11
73	85	16
3	61	11
64	93	6
30	66	7
90	92	8
27	81	14
38	64	17
42	83	18
59	77	16
70	71	7
26	43	7
55	80	1
12	98	11
25	35	9
5	83	8
19	87	16
10	72	14
38	77	9
59	97	15
56	83	6
10	27	12
5	68	19
37	62	4
87	95	18
89	90	8
30	52	14
66	80	19
43	56	13
49	94	1
10	99	11
52	57	18
85	86	16
74	82	8
61	65	6
15	24	2
76	95	7
36	56	7
27	34	14
88	96	2
59	96	13
52	63	1
19	41	12
78	86	16
84	96	16
26	65	20
59	87	1
0	47	14
