497	100	
66	99	10
39	70	12
25	78	2
80	92	13
88	96	18
94	98	5
6	91	11
80	81	20
72	80	4
79	99	12
4	43	4
72	87	2
54	64	12
29	76	6
55	94	13
92	97	1
68	78	8
5	97	15
76	93	14
77	84	6
58	92	7
60	97	3
32	77	6
75	86	19
48	69	2
59	99	10
46	90	20
39	56	9
20	51	11
90	96	17
67	94	11
49	74	11
1	80	9
89	91	19
81	97	17
2	5	8
95	98	15
11	46	9
5	86	11
8	27	19
63	96	1
53	62	4
71	76	17
18	94	6
3	45	14
59	62	9
3	71	11
40	55	20
50	70	11
15	36	13
85	91	12
93	96	15
74	96	8
18	62	2
93	99	2
57	79	16
84	90	9
38	47	4
51	56	7
58	73	11
36	57	5
10	48	20
19	80	17
89	92	15
67	84	3
24	30	19
58	84	18
51	89	19
0	72	9
18	59	8
71	98	13
72	78	11
54	66	3
26	92	7
3	8	16
84	93	18
52	63	8
13	60	19
17	54	13
57	80	2
70	73	5
73	95	8
93	97	13
25	93	8
13	77	19
48	91	16
92	98	6
55	61	20
10	44	8
84	95	19
36	74	1
22	45	7
28	70	14
79	81	12
18	87	13
90	92	11
63	73	5
18	23	18
24	73	18
62	85	4
50	59	14
30	71	1
43	58	15
81	86	16
86	92	1
48	87	9
81	96	9
87	96	3
51	65	9
43	54	15
22	28	15
37	68	17
88	98	14
9	49	13
88	94	19
30	51	8
80	98	16
31	80	13
8	35	6
37	67	3
55	78	17
50	63	12
56	59	16
97	99	14
96	99	7
63	94	6
40	54	1
87	93	3
52	83	11
10	21	2
85	97	8
96	98	15
75	78	2
2	52	18
24	32	18
22	31	10
13	83	6
29	88	11
27	59	7
16	82	13
43	74	16
98	99	12
25	44	13
27	73	19
49	90	15
40	43	8
29	61	6
7	33	17
13	51	19
55	64	4
81	91	1
7	87	16
67	68	8
59	60	6
61	93	15
92	95	14
77	79	10
34	71	7
14	70	18
74	82	2
26	48	10
54	75	19
24	66	15
52	74	11
23	68	4
17	41	17
8	38	9
13	76	1
29	91	12
28	76	14
51	68	8
12	44	8
56	84	6
20	40	1
30	43	7
49	54	9
26	79	4
41	44	2
38	59	10
17	45	17
55	88	1
27	61	4
75	77	14
17	26	12
47	65	6
27	97	3
29	69	14
84	85	11
17	24	17
29	66	5
17	35	13
91	95	5
46	51	14
17	88	2
14	93	16
74	95	7
63	71	5
81	85	7
69	80	10
12	84	4
37	38	17
25	46	18
15	94	5
12	32	15
47	70	9
7	14	8
60	84	18
10	90	20
51	73	8
94	95	3
30	74	2
37	51	9
67	82	15
13	15	5
41	50	17
27	66	3
51	64	20
92	93	4
2	82	19
75	83	2
92	96	15
95	97	17
14	63	16
0	26	2
5	6	5
82	98	13
18	53	10
58	72	9
22	98	5
26	63	10
35	77	14
86	97	18
46	49	3
65	71	8
60	67	7
71	81	13
29	56	4
54	76	15
93	98	11
79	94	20
94	96	4
58	75	12
73	88	8
50	94	5
59	94	18
35	96	7
7	37	13
1	47	11
2	72	15
90	95	5
87	90	18
19	24	9
82	86	16
24	48	8
88	91	17
53	60	4
12	26	12
17	36	6
13	98	3
21	93	9
43	82	18
50	56	18
13	95	9
40	42	13
64	69	7
5	59	11
24	92	10
58	64	1
86	91	10
19	82	18
78	83	13
96	97	17
72	73	8
80	88	10
34	75	2
22	62	15
66	85	12
85	89	5
0	28	9
80	89	19
52	96	3
54	63	19
61	86	20
38	80	17
97	98	10
58	79	17
66	92	19
44	63	9
2	26	17
24	35	3
33	74	16
29	92	18
84	97	5
25	65	19
83	93	20
68	73	6
82	89	4
10	30	16
38	50	5
2	57	13
46	55	5
7	64	3
75	93	11
24	42	2
35	80	3
31	44	9
12	88	17
12	47	2
4	52	14
12	93	7
84	89	20
6	14	3
15	99	20
47	73	14
21	68	16
26	75	16
6	42	14
76	98	2
7	53	14
0	8	15
18	46	17
86	96	19
37	94	8
77	88	13
1	92	9
68	92	15
87	94	18
28	73	19
31	96	17
82	87	6
14	24	13
6	61	2
5	8	16
91	98	1
60	89	10
68	86	17
49	88	1
23	57	13
47	78	14
95	99	20
35	50	18
91	96	16
46	79	10
85	92	11
11	18	10
4	83	3
40	92	8
88	90	4
49	55	10
12	70	15
53	72	6
11	87	11
11	93	1
27	54	17
8	73	7
53	86	9
45	74	8
59	64	9
53	76	19
49	64	19
50	53	3
21	74	10
38	56	1
16	80	11
55	68	8
24	84	12
29	54	18
50	76	14
90	98	7
64	67	8
75	84	6
2	73	14
78	91	19
55	75	6
25	63	15
91	93	2
40	50	5
48	57	13
24	80	13
16	66	5
52	73	12
78	94	4
51	92	15
86	99	4
95	96	5
24	52	10
59	98	6
18	61	7
75	97	16
9	13	2
58	70	6
68	71	9
64	99	17
3	18	15
30	95	17
8	48	17
21	89	2
19	68	7
29	77	6
94	97	15
66	88	16
49	89	5
27	92	10
50	60	3
23	72	6
68	77	19
36	55	20
9	79	8
48	61	2
74	79	20
32	92	16
84	98	18
21	49	12
86	90	16
77	90	4
58	82	9
35	67	3
73	82	8
54	90	8
11	84	1
75	91	16
25	59	3
45	68	8
62	80	9
94	99	14
66	96	11
53	59	20
15	54	8
73	99	11
29	39	13
18	40	10
48	86	13
52	64	14
9	39	19
68	75	18
67	93	8
51	85	13
63	76	14
65	76	12
76	96	19
76	83	15
8	83	11
58	87	5
21	95	18
42	55	12
11	90	1
26	45	19
69	93	8
14	99	12
51	60	20
15	58	20
46	80	3
42	90	11
19	71	9
31	63	15
77	78	15
68	95	2
24	99	4
55	81	7
5	49	19
3	13	1
14	98	7
27	28	10
31	72	5
42	59	19
53	56	3
79	85	6
54	55	6
61	80	11
73	92	15
32	45	5
38	69	5
25	99	5
34	46	7
31	83	16
35	58	6
39	40	3
62	83	5
2	27	9
44	59	3
0	1	19
1	2	17
2	3	19
1	4	14
2	7	19
0	9	2
3	10	5
7	11	20
5	12	4
13	16	15
7	17	11
9	19	7
11	20	15
0	22	12
10	25	8
8	29	2
12	34	9
