145	100	
57	72	11
35	98	16
30	40	4
11	91	4
55	90	16
70	96	16
70	76	19
80	84	16
78	98	14
71	94	2
96	98	5
86	89	4
34	51	6
69	79	6
57	91	11
30	93	1
43	59	19
19	21	10
71	74	3
2	45	6
3	71	13
93	98	20
85	99	16
33	43	17
85	89	11
53	75	11
53	95	8
0	35	6
41	47	8
30	45	15
49	76	20
87	89	20
74	89	4
49	64	2
17	21	13
18	49	1
58	81	8
20	78	19
65	78	12
18	72	20
34	96	14
39	72	18
21	66	10
18	32	7
24	80	2
73	83	16
12	45	12
1	81	8
51	66	9
20	53	3
81	82	13
48	69	2
0	23	11
65	75	16
11	34	20
53	57	17
56	69	7
39	62	6
25	79	19
19	29	6
22	93	4
77	84	15
59	94	2
80	95	5
30	53	15
32	84	1
9	17	7
54	76	16
16	58	11
80	97	1
21	93	13
98	99	13
2	22	2
15	65	14
11	85	12
49	78	6
65	73	10
55	86	9
8	22	8
49	92	7
1	86	8
18	54	3
86	90	17
17	75	4
72	85	5
83	94	14
9	26	16
10	21	14
82	99	8
77	93	8
64	83	14
51	55	1
16	65	17
41	48	20
11	30	2
51	83	12
33	65	16
78	97	18
50	69	5
54	86	19
0	1	13
1	2	18
2	3	3
1	4	9
4	5	5
4	6	14
0	7	11
0	8	13
6	9	16
5	10	1
9	11	12
7	12	3
8	13	16
0	14	12
3	15	5
11	16	14
1	18	17
4	19	11
18	20	2
8	24	2
3	25	5
3	27	1
19	28	17
13	31	11
32	33	20
25	36	12
31	37	19
4	38	19
25	39	17
8	41	3
18	42	10
19	44	18
11	46	19
44	50	11
46	52	17
5	56	8
20	60	12
56	61	6
62	63	14
23	67	15
63	68	13
33	70	11
17	77	15
42	87	13
41	88	15
