492	100	
73	92	11
22	48	9
77	97	19
94	98	11
65	83	16
2	58	20
71	72	1
17	98	9
73	91	2
73	97	9
85	93	6
8	92	7
14	61	1
52	99	5
84	91	12
93	95	3
94	95	12
71	84	17
88	96	13
28	29	13
35	44	16
30	61	17
11	15	17
87	91	12
52	86	16
77	89	4
13	82	11
23	96	13
34	86	8
66	80	13
82	83	19
96	98	11
76	93	20
30	35	14
6	51	11
5	23	12
77	93	15
44	87	14
63	92	14
31	78	16
55	64	6
13	66	19
47	83	12
4	10	11
29	47	6
62	85	10
9	49	19
58	87	7
79	98	4
77	88	20
74	84	10
89	90	7
10	98	7
97	98	1
47	73	15
94	96	10
28	53	14
93	98	8
27	30	18
59	63	1
13	77	6
32	68	6
82	87	20
88	94	4
78	80	2
12	66	5
95	98	14
50	70	19
79	99	13
29	32	16
0	43	15
75	93	19
4	77	15
75	90	2
38	76	20
46	60	6
62	96	15
55	82	9
9	39	6
45	90	3
46	68	2
48	75	3
39	72	8
54	66	10
72	74	15
76	95	14
73	94	20
71	81	13
91	98	18
39	76	20
2	59	8
36	45	7
88	97	8
84	95	3
67	78	1
28	38	8
13	14	16
35	81	10
36	84	9
51	82	11
12	39	18
16	42	12
75	91	10
51	58	14
16	54	18
12	75	12
62	76	14
62	84	2
93	99	14
54	73	1
14	81	18
78	87	8
23	79	4
56	94	12
4	7	19
24	92	9
38	45	15
62	77	7
16	56	5
69	92	11
33	64	6
69	89	3
66	73	11
14	79	5
95	99	5
87	98	4
7	19	10
79	86	10
77	82	7
85	92	4
90	93	17
38	86	14
0	87	1
24	85	11
94	97	9
22	40	9
98	99	8
68	95	9
95	96	2
23	62	5
13	26	6
11	81	7
4	60	6
90	98	5
69	97	2
91	97	18
4	85	20
73	99	7
50	60	10
54	90	9
74	77	6
19	46	4
14	40	15
42	75	11
14	43	15
78	83	12
21	70	8
49	93	13
75	97	1
54	97	2
36	82	3
79	81	6
10	58	8
40	72	14
78	90	7
9	51	20
67	87	7
40	85	8
26	77	1
44	58	3
53	74	15
38	55	5
27	99	2
44	68	8
3	33	18
10	71	17
42	48	9
67	86	10
71	92	2
17	92	15
81	99	13
51	69	11
21	73	7
49	91	11
0	17	17
95	97	13
28	41	16
50	99	7
35	39	20
5	87	16
86	97	11
32	83	3
4	18	3
20	22	9
32	96	6
14	29	19
6	47	14
14	72	16
79	80	14
66	89	4
93	97	1
19	50	17
88	95	6
10	12	3
46	74	13
28	34	18
86	87	20
39	96	3
59	98	2
92	98	17
9	59	15
34	95	11
9	62	13
46	54	13
87	93	9
97	99	16
36	59	17
49	79	11
56	95	4
21	57	9
83	94	1
18	75	9
74	96	8
9	40	19
